chr	start	stop	tflist	genename
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	BC052040
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Bmf
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Bub1b
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Casc4
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Ccdc32
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Chst14
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Disp2
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Dll4
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Dnajc17
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Dph6
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Eif2ak4
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Fam98b
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Fsip1
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Gchfr
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Inafm2
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Ivd
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Knstrn
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Meis2
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Ndufaf1
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Nusap1
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Oip5
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Rad51
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Rasgrp1
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Rmdn3
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Rtf1
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Scg5
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Spint1
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Spred1
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Srp14
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Thbs1
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Vps18
chr2	116975162	116976158	AP2D,HXB1,KLF3,MAZ,SOX9,SP1,SP3,SP4,TEAD1,TEAD2,ZBT17,ZEP1	Zfyve19
chr12	117047577	117048362	ELK3,ZN335	D430020J02Rik
chr12	117047577	117048362	ELK3,ZN335	Ncapg2
chr12	117047577	117048362	ELK3,ZN335	Ptprn2
chr12	117047577	117048362	ELK3,ZN335	Rapgef5
chr12	117053844	117055263	ANDR,CTCFL,EGR1,EGR2,ELF5,ESR1,FLI1,GCR,IRF2,PRDM1,PRGR,SP5,ZN148,ZN281	Cdca7l
chr12	117053844	117055263	ANDR,CTCFL,EGR1,EGR2,ELF5,ESR1,FLI1,GCR,IRF2,PRDM1,PRGR,SP5,ZN148,ZN281	D230030E09Rik
chr12	117053844	117055263	ANDR,CTCFL,EGR1,EGR2,ELF5,ESR1,FLI1,GCR,IRF2,PRDM1,PRGR,SP5,ZN148,ZN281	D430020J02Rik
chr12	117053844	117055263	ANDR,CTCFL,EGR1,EGR2,ELF5,ESR1,FLI1,GCR,IRF2,PRDM1,PRGR,SP5,ZN148,ZN281	Esyt2
chr12	117053844	117055263	ANDR,CTCFL,EGR1,EGR2,ELF5,ESR1,FLI1,GCR,IRF2,PRDM1,PRGR,SP5,ZN148,ZN281	Gm10421
chr12	117053844	117055263	ANDR,CTCFL,EGR1,EGR2,ELF5,ESR1,FLI1,GCR,IRF2,PRDM1,PRGR,SP5,ZN148,ZN281	Gm5441
chr12	117053844	117055263	ANDR,CTCFL,EGR1,EGR2,ELF5,ESR1,FLI1,GCR,IRF2,PRDM1,PRGR,SP5,ZN148,ZN281	Ncapg2
chr12	117053844	117055263	ANDR,CTCFL,EGR1,EGR2,ELF5,ESR1,FLI1,GCR,IRF2,PRDM1,PRGR,SP5,ZN148,ZN281	Ptprn2
chr12	117053844	117055263	ANDR,CTCFL,EGR1,EGR2,ELF5,ESR1,FLI1,GCR,IRF2,PRDM1,PRGR,SP5,ZN148,ZN281	Rapgef5
chr12	117053844	117055263	ANDR,CTCFL,EGR1,EGR2,ELF5,ESR1,FLI1,GCR,IRF2,PRDM1,PRGR,SP5,ZN148,ZN281	Sp4
chr12	117053844	117055263	ANDR,CTCFL,EGR1,EGR2,ELF5,ESR1,FLI1,GCR,IRF2,PRDM1,PRGR,SP5,ZN148,ZN281	Sp8
chr12	117053844	117055263	ANDR,CTCFL,EGR1,EGR2,ELF5,ESR1,FLI1,GCR,IRF2,PRDM1,PRGR,SP5,ZN148,ZN281	Vipr2
chr12	117053844	117055263	ANDR,CTCFL,EGR1,EGR2,ELF5,ESR1,FLI1,GCR,IRF2,PRDM1,PRGR,SP5,ZN148,ZN281	Wdr60
chr12	117053844	117055263	ANDR,CTCFL,EGR1,EGR2,ELF5,ESR1,FLI1,GCR,IRF2,PRDM1,PRGR,SP5,ZN148,ZN281	Zfp386
chr12	117106557	117107787	EGR2,MAZ,RFX2,RFX3,WT1	D430020J02Rik
chr12	117106557	117107787	EGR2,MAZ,RFX2,RFX3,WT1	Gm10421
chr12	117106557	117107787	EGR2,MAZ,RFX2,RFX3,WT1	Ncapg2
chr12	117106557	117107787	EGR2,MAZ,RFX2,RFX3,WT1	Ptprn2
chr12	117106557	117107787	EGR2,MAZ,RFX2,RFX3,WT1	Rapgef5
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Akr1a1
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Ccdc163
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Ccdc17
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Dph2
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Ebna1bp2
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Eif2b3
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Hectd3
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Hivep3
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Mmachc
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Plk3
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Pomgnt1
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Ptch2
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Ptprf
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Rad54l
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Rps8
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Slc6a9
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Stil
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Tesk2
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Tmem53
chr4	117120002	117120872	CEBPB,ELK1,FLI1,HLF,SIX2,THA11,ZN143	Zfp691
chr2	117122640	117123462	EGR2,MEF2A,MEF2C,MEF2D,PO2F2,SP5,TFE3,TFEB,TYY1,USF1,USF2,ZFP42	Spred1
chr12	117152402	117152902	BHE41,MYOD1,MYOG	Gm10421
chr12	117152402	117152902	BHE41,MYOD1,MYOG	Gm5441
chr12	117152402	117152902	BHE41,MYOD1,MYOG	Rapgef5
chr12	117153505	117154655	EGR1,EGR2,NRF1,RFX3,SP1,TBX20,ZN148,ZN281	Cdca7l
chr12	117153505	117154655	EGR1,EGR2,NRF1,RFX3,SP1,TBX20,ZN148,ZN281	D230030E09Rik
chr12	117153505	117154655	EGR1,EGR2,NRF1,RFX3,SP1,TBX20,ZN148,ZN281	D430020J02Rik
chr12	117153505	117154655	EGR1,EGR2,NRF1,RFX3,SP1,TBX20,ZN148,ZN281	Esyt2
chr12	117153505	117154655	EGR1,EGR2,NRF1,RFX3,SP1,TBX20,ZN148,ZN281	Gm10421
chr12	117153505	117154655	EGR1,EGR2,NRF1,RFX3,SP1,TBX20,ZN148,ZN281	Gm5441
chr12	117153505	117154655	EGR1,EGR2,NRF1,RFX3,SP1,TBX20,ZN148,ZN281	Ncapg2
chr12	117153505	117154655	EGR1,EGR2,NRF1,RFX3,SP1,TBX20,ZN148,ZN281	Ptprn2
chr12	117153505	117154655	EGR1,EGR2,NRF1,RFX3,SP1,TBX20,ZN148,ZN281	Rapgef5
chr12	117153505	117154655	EGR1,EGR2,NRF1,RFX3,SP1,TBX20,ZN148,ZN281	Sp4
chr12	117153505	117154655	EGR1,EGR2,NRF1,RFX3,SP1,TBX20,ZN148,ZN281	Vipr2
chr12	117153505	117154655	EGR1,EGR2,NRF1,RFX3,SP1,TBX20,ZN148,ZN281	Wdr60
chr12	117153505	117154655	EGR1,EGR2,NRF1,RFX3,SP1,TBX20,ZN148,ZN281	Zfp386
chr12	117172770	117173425	AP2D,ASCL1,BHA15,COT2,EGR1,EGR2,ELF5,KLF1,KLF15,KLF3,MAZ,MYOD1,PPARA,PPARG,RREB1,RUNX1,RUNX2,SALL1,SOX2,SOX3,SOX4,SOX9,SP1,SP4,SP5,WT1,ZBT17,ZBTB6,ZN148,ZN281	Cdca7l
chr12	117172770	117173425	AP2D,ASCL1,BHA15,COT2,EGR1,EGR2,ELF5,KLF1,KLF15,KLF3,MAZ,MYOD1,PPARA,PPARG,RREB1,RUNX1,RUNX2,SALL1,SOX2,SOX3,SOX4,SOX9,SP1,SP4,SP5,WT1,ZBT17,ZBTB6,ZN148,ZN281	D430020J02Rik
chr12	117172770	117173425	AP2D,ASCL1,BHA15,COT2,EGR1,EGR2,ELF5,KLF1,KLF15,KLF3,MAZ,MYOD1,PPARA,PPARG,RREB1,RUNX1,RUNX2,SALL1,SOX2,SOX3,SOX4,SOX9,SP1,SP4,SP5,WT1,ZBT17,ZBTB6,ZN148,ZN281	Esyt2
chr12	117172770	117173425	AP2D,ASCL1,BHA15,COT2,EGR1,EGR2,ELF5,KLF1,KLF15,KLF3,MAZ,MYOD1,PPARA,PPARG,RREB1,RUNX1,RUNX2,SALL1,SOX2,SOX3,SOX4,SOX9,SP1,SP4,SP5,WT1,ZBT17,ZBTB6,ZN148,ZN281	Gm10421
chr12	117172770	117173425	AP2D,ASCL1,BHA15,COT2,EGR1,EGR2,ELF5,KLF1,KLF15,KLF3,MAZ,MYOD1,PPARA,PPARG,RREB1,RUNX1,RUNX2,SALL1,SOX2,SOX3,SOX4,SOX9,SP1,SP4,SP5,WT1,ZBT17,ZBTB6,ZN148,ZN281	Gm5441
chr12	117172770	117173425	AP2D,ASCL1,BHA15,COT2,EGR1,EGR2,ELF5,KLF1,KLF15,KLF3,MAZ,MYOD1,PPARA,PPARG,RREB1,RUNX1,RUNX2,SALL1,SOX2,SOX3,SOX4,SOX9,SP1,SP4,SP5,WT1,ZBT17,ZBTB6,ZN148,ZN281	Ncapg2
chr12	117172770	117173425	AP2D,ASCL1,BHA15,COT2,EGR1,EGR2,ELF5,KLF1,KLF15,KLF3,MAZ,MYOD1,PPARA,PPARG,RREB1,RUNX1,RUNX2,SALL1,SOX2,SOX3,SOX4,SOX9,SP1,SP4,SP5,WT1,ZBT17,ZBTB6,ZN148,ZN281	Ptprn2
chr12	117172770	117173425	AP2D,ASCL1,BHA15,COT2,EGR1,EGR2,ELF5,KLF1,KLF15,KLF3,MAZ,MYOD1,PPARA,PPARG,RREB1,RUNX1,RUNX2,SALL1,SOX2,SOX3,SOX4,SOX9,SP1,SP4,SP5,WT1,ZBT17,ZBTB6,ZN148,ZN281	Rapgef5
chr12	117172770	117173425	AP2D,ASCL1,BHA15,COT2,EGR1,EGR2,ELF5,KLF1,KLF15,KLF3,MAZ,MYOD1,PPARA,PPARG,RREB1,RUNX1,RUNX2,SALL1,SOX2,SOX3,SOX4,SOX9,SP1,SP4,SP5,WT1,ZBT17,ZBTB6,ZN148,ZN281	Wdr60
chr4	117181979	117183358	FLI1,GABPA,RREB1,THA11,ZN143	Ccdc163
chr4	117181979	117183358	FLI1,GABPA,RREB1,THA11,ZN143	Kif2c
chr4	117181979	117183358	FLI1,GABPA,RREB1,THA11,ZN143	Mmachc
chr4	117181979	117183358	FLI1,GABPA,RREB1,THA11,ZN143	Nasp
chr4	117181979	117183358	FLI1,GABPA,RREB1,THA11,ZN143	Plk3
chr4	117181979	117183358	FLI1,GABPA,RREB1,THA11,ZN143	Ptch2
chr4	117181979	117183358	FLI1,GABPA,RREB1,THA11,ZN143	Rps8
chr4	117181979	117183358	FLI1,GABPA,RREB1,THA11,ZN143	Tmem53
chr4	117181979	117183358	FLI1,GABPA,RREB1,THA11,ZN143	Zswim5
chr4	117189213	117190480	CTCF,CTCFL	Ccdc17
chr4	117189213	117190480	CTCF,CTCFL	Dph2
chr4	117189213	117190480	CTCF,CTCFL	Eif2b3
chr4	117189213	117190480	CTCF,CTCFL	Hectd3
chr4	117189213	117190480	CTCF,CTCFL	Kif2c
chr4	117189213	117190480	CTCF,CTCFL	Mutyh
chr4	117189213	117190480	CTCF,CTCFL	Plk3
chr4	117189213	117190480	CTCF,CTCFL	Rps8
chr4	117189213	117190480	CTCF,CTCFL	Tmem53
chr4	117189213	117190480	CTCF,CTCFL	Toe1
chr4	117189213	117190480	CTCF,CTCFL	Urod
chr12	117196674	117197481	ELF5,ETS1,ETV2,ETV5,FLI1,MAZ	D430020J02Rik
chr12	117196674	117197481	ELF5,ETS1,ETV2,ETV5,FLI1,MAZ	Gm10421
chr12	117196674	117197481	ELF5,ETS1,ETV2,ETV5,FLI1,MAZ	Gm5441
chr12	117196674	117197481	ELF5,ETS1,ETV2,ETV5,FLI1,MAZ	Ncapg2
chr12	117196674	117197481	ELF5,ETS1,ETV2,ETV5,FLI1,MAZ	Rapgef5
chr2	117210687	117211187	KLF15,KLF6,MAZ,SP1,SP3,SP5,WT1,ZBT17,ZN281	Fam98b
chr12	117257075	117258755	RARA,RELB,TFE2	Cdca7l
chr12	117257075	117258755	RARA,RELB,TFE2	D230030E09Rik
chr12	117257075	117258755	RARA,RELB,TFE2	D430020J02Rik
chr12	117257075	117258755	RARA,RELB,TFE2	Esyt2
chr12	117257075	117258755	RARA,RELB,TFE2	Gm10421
chr12	117257075	117258755	RARA,RELB,TFE2	Gm5441
chr12	117257075	117258755	RARA,RELB,TFE2	Mta1
chr12	117257075	117258755	RARA,RELB,TFE2	Ncapg2
chr12	117257075	117258755	RARA,RELB,TFE2	Ptprn2
chr12	117257075	117258755	RARA,RELB,TFE2	Rapgef5
chr12	117257075	117258755	RARA,RELB,TFE2	Sp4
chr12	117257075	117258755	RARA,RELB,TFE2	Vipr2
chr12	117257075	117258755	RARA,RELB,TFE2	Wdr60
chr12	117257075	117258755	RARA,RELB,TFE2	Zfp386
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Akr1a1
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	AU022252
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Ccdc17
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Dmap1
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Ebna1bp2
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Efcab14
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Elovl1
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Ermap
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Hectd3
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Kdm4a
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Kif2c
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Mutyh
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	P3h1
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Plk3
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Ppih
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Prdx1
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Ptch2
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Ptprf
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Rimkla
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Rnf220
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Rps8
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Slc2a1
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Svbp
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Tmem53
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Toe1
chr4	117288733	117289809	EGR1,KLF3,KLF5,MAZ,NR2F6,PURA,SALL1,SP1,SP2,SP4,SP5,WT1,ZBT17,ZFX,ZN148	Urod
chr8	117321694	117322495	ETS1,RFX1,RFX2,RFX3	Atmin
chr8	117321694	117322495	ETS1,RFX1,RFX2,RFX3	Cmip
chr8	117321694	117322495	ETS1,RFX1,RFX2,RFX3	Plcg2
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Afmid
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Cyth1
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Exoc7
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Fbf1
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Gm8624
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Llgl2
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Mfsd11
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Mgat5b
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Mir6516
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Pgs1
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Rhbdf2
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Rnf157
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Sec14l1
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Sept9
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Snhg16
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Snhg20
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Socs3
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Sphk1
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Srp68
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Srsf2
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	St6galnac2
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Syngr2
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Tha1
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Tk1
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Tmc6
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Tmc8
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Tnrc6c
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Ttyh2
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Ube2o
chr11	117331133	117332631	KLF15,KLF5,MAZ,PLAG1,SOX4,SP1,TF7L2,USF1,USF2	Usp36
chr11	117344660	117345817	NFIA	Gm8624
chr11	117344660	117345817	NFIA	Sept9
chr12	117345231	117346052	CTCF,FLI1,KLF15,MAZ,SP1,SP5,WT1,ZBT17	Cdca7l
chr12	117345231	117346052	CTCF,FLI1,KLF15,MAZ,SP1,SP5,WT1,ZBT17	D430020J02Rik
chr12	117345231	117346052	CTCF,FLI1,KLF15,MAZ,SP1,SP5,WT1,ZBT17	Esyt2
chr12	117345231	117346052	CTCF,FLI1,KLF15,MAZ,SP1,SP5,WT1,ZBT17	Gm5441
chr12	117345231	117346052	CTCF,FLI1,KLF15,MAZ,SP1,SP5,WT1,ZBT17	Ncapg2
chr12	117345231	117346052	CTCF,FLI1,KLF15,MAZ,SP1,SP5,WT1,ZBT17	Rapgef5
chr12	117345231	117346052	CTCF,FLI1,KLF15,MAZ,SP1,SP5,WT1,ZBT17	Wdr60
chr4	117373244	117374202	EGR2,GLIS3,SALL1,ZBT17,ZIC3,ZN148,ZN281	Gpbp1l1
chr4	117373244	117374202	EGR2,GLIS3,SALL1,ZBT17,ZIC3,ZN148,ZN281	Tmem53
chr4	117373244	117374202	EGR2,GLIS3,SALL1,ZBT17,ZIC3,ZN148,ZN281	Tmem69
