external_gene_name	E11	E12	E13	E14	E15	E16	E18	P0	CtrlUnInj
C1S2	0.015	0.015	0.06	0.065	0.055	0.135	0.09999999999999999	0.14500000000000002	0.08499999999999999
C2	0.68	1.085	1.205	0.9099999999999999	1.1349999999999998	0.935	1.245	2.79	0.605
C2CD2	2.0300000000000002	3.455	3.0549999999999997	2.205	2.5700000000000003	2.455	2.5149999999999997	2.2249999999999996	3.1900000000000004
C2CD2L	2.7800000000000002	7.35	9.36	8.79	9.825000000000001	13.235	12.275	16.82	24.599999999999998
C2CD3	21.115000000000002	37.79	38.1	28.155	23.56	23.78	25.24	6.1850000000000005	9.530000000000001
C2CD4A	0.03	0.16	0.04	0.035	0.13	0.125	0.025	0.35	0.04
C2CD4B	0.0	0.055	0.235	0.065	0.37	0.19	0.315	2.2800000000000002	0.285
C2CD4C	0.005	0.04	0.015	0.07	0.30500000000000005	0.165	0.24	0.41000000000000003	1.84
C2CD4D	0.095	0.46499999999999997	0.625	0.32	0.685	0.735	0.505	1.1099999999999999	0.245
C2CD5	12.704999999999998	19.93	26.700000000000003	21.585	17.8	24.33	23.535	9.17	15.879999999999999
C3	0.08	0.005	0.075	0.295	0.6799999999999999	0.63	0.66	0.8700000000000001	0.4
C3AR1	0.54	1.2149999999999999	0.97	0.615	0.96	0.915	1.215	1.49	0.79
C4A	0.4	0.8099999999999999	0.745	0.94	0.74	1.02	0.945	0.6399999999999999	1.345
C4B	0.0	0.02	0.0	0.034999999999999996	0.075	0.02	0.115	0.5700000000000001	3.845
C4BP	0.0	0.0	0.0	0.0	0.0	0.015	0.0	0.01	0.185
C4BP-PS1	0.0	0.035	0.04	0.0	0.0	0.035	0.05	0.0	0.0
C5AR1	0.31	0.735	0.52	0.53	0.865	0.735	0.885	1.17	0.305
C5AR2	0.05	0.15000000000000002	0.01	0.04	0.015	0.045	0.08	0.125	0.255
C6	0.0	0.0	0.0	0.0	0.025	0.0	0.0	0.05	0.0
C87414	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C87499	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C87977	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
C8A	0.0	0.0	0.0	0.035	0.045	0.02	0.06	0.005	0.015
C8B	0.045	0.01	0.060000000000000005	0.135	0.04	0.075	0.015	0.14500000000000002	0.015
C9	0.034999999999999996	0.0	0.055	0.01	0.0	0.0	0.0	0.01	0.0
CK137956	0.18	0.155	0.28500000000000003	0.28	0.32	0.595	0.27	1.6150000000000002	0.44
CAAP1	14.055	23.28	28.73	22.91	19.295	19.255000000000003	19.04	9.365	8.305
CAB39	18.5	48.37	56.95	37.925	57.78	42.41	48.11	37.04	106.42
CAB39L	22.41	31.055	26.055	20.815	21.17	17.27	19.78	13.195	23.395
CABCOCO1	0.04	0.115	0.295	0.72	0.905	0.845	1.075	2.1	1.5
CABIN1	13.675	20.72	21.845	16.055	14.735	15.52	16.439999999999998	10.309999999999999	7.755
CABLES1	1.47	2.8200000000000003	3.165	2.315	3.605	3.84	3.3449999999999998	3.575	4.495
CABLES2	5.745	14.09	15.94	9.875	12.445	16.6	13.235	20.985	12.079999999999998
CABP1	0.20500000000000002	1.0699999999999998	4.96	7.5	7.244999999999999	7.755	6.91	13.544999999999998	85.83
CABP2	0.0	0.0	0.0	0.0	0.095	0.03	0.14	0.03	0.0
CABP4	0.0	0.0	0.035	0.03	0.035	0.05	0.02	0.045	0.03
CABP5	0.045	0.025	0.075	0.11	0.08	0.07500000000000001	0.08	0.0	0.175
CABP7	0.055	0.535	0.52	0.605	1.2149999999999999	1.3050000000000002	1.225	1.25	18.825
CABS1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.07
CABYR	0.305	0.46499999999999997	0.62	0.76	0.71	0.77	0.745	1.2850000000000001	0.33
CACFD1	55.36	84.105	101.28	100.005	52.08	99.745	73.975	70.345	21.245
CACHD1	14.375	38.879999999999995	28.92	14.065000000000001	13.48	16.25	14.155000000000001	8.9	5.955
CACNA1A	3.6550000000000002	5.745	8.065	8.065000000000001	3.85	10.735	5.65	5.78	28.450000000000003
CACNA1B	0.9450000000000001	1.4	3.665	4.235	3.92	7.944999999999999	6.08	5.1899999999999995	16.415
CACNA1C	1.04	3.255	4.415	3.235	3.635	5.525	5.404999999999999	3.13	8.67
CACNA1D	0.16	0.36	0.61	1.0550000000000002	1.9849999999999999	2.37	2.55	1.7000000000000002	6.405
CACNA1E	0.27	1.235	2.24	4.99	8.62	10.344999999999999	10.915	4.52	26.45
CACNA1F	0.005	0.005	0.045	0.02	0.015	0.095	0.085	0.065	0.025
CACNA1G	4.185	12.16	9.08	5.83	6.02	6.67	5.34	4.800000000000001	20.255000000000003
CACNA1H	1.045	3.66	6.4350000000000005	7.0	7.0	12.08	10.015	6.0600000000000005	8.655
CACNA1I	0.015	0.115	0.15000000000000002	0.265	0.405	0.44499999999999995	0.395	0.395	10.955
CACNA1S	0.07	0.22499999999999998	0.11000000000000001	0.17	0.23	0.41500000000000004	0.335	0.61	0.635
CACNA2D1	1.745	9.865	17.884999999999998	18.86	16.549999999999997	21.435000000000002	21.615	15.065	70.21
CACNA2D2	0.6000000000000001	1.8449999999999998	2.745	3.245	3.535	3.33	3.34	3.46	9.205
CACNA2D3	0.265	2.74	7.9	8.504999999999999	12.67	17.365000000000002	15.885000000000002	25.46	36.36
CACNA2D4	0.01	0.02	0.015	0.185	0.105	0.2	0.09	0.44	1.23
CACNB1	3.045	8.17	21.25	23.13	21.4	33.925	28.765	45.105000000000004	31.865000000000002
CACNB2	1.4649999999999999	2.685	2.5549999999999997	2.825	2.31	2.76	2.48	2.8649999999999998	26.43
CACNB3	9.809999999999999	32.519999999999996	56.685	65.31	65.685	100.4	88.37	104.97	63.515
CACNB4	0.425	2.42	4.24	5.484999999999999	10.17	10.405000000000001	11.98	9.745	101.16499999999999
CACNG1	0.045	0.125	0.125	0.17	0.18	0.25	0.235	1.025	0.13
CACNG2	0.065	0.52	1.9500000000000002	3.285	4.975	6.035	6.02	7.22	18.555
CACNG3	0.145	1.025	1.6800000000000002	3.23	5.35	7.195	8.64	19.545	44.435
CACNG4	3.605	17.53	18.085	21.095	32.13	32.364999999999995	31.72	42.97	11.51
CACNG5	0.27	0.71	0.97	1.4849999999999999	2.9450000000000003	5.300000000000001	5.545	8.91	4.775
CACNG6	0.135	0.33499999999999996	0.13	0.055	0.035	0.095	0.015	0.32999999999999996	0.515
CACNG7	0.64	3.015	2.3	2.87	2.8449999999999998	2.475	2.25	2.06	57.16
CACNG8	0.75	1.45	1.4449999999999998	1.9249999999999998	1.55	2.6849999999999996	2.19	3.625	15.455
CACTIN	27.925	39.44	48.14	32.195	15.965	33.33	24.07	17.810000000000002	5.8
CACUL1	9.61	21.945	18.855	11.405	12.34	13.3	12.690000000000001	7.49	26.77
CACYBP	198.20999999999998	253.75	243.125	248.85	271.005	234.47	270.45	259.82	110.045
CAD	42.285	38.379999999999995	40.629999999999995	21.055	10.615	15.225000000000001	14.510000000000002	4.96	2.4650000000000003
CADM1	53.79	83.91999999999999	87.67	113.455	186.675	170.055	192.2	275.775	70.885
CADM2	1.23	3.91	8.385	10.375	15.579999999999998	30.134999999999998	27.12	42.135000000000005	90.645
CADM3	0.925	12.379999999999999	14.265	15.225000000000001	56.72	31.41	46.400000000000006	27.740000000000002	107.845
CADM4	4.904999999999999	6.38	28.880000000000003	37.31	23.1	60.665	38.9	85.235	83.11
CADPS	0.62	5.395	7.02	9.495	17.48	14.370000000000001	14.965	13.595	89.7
CADPS2	1.5350000000000001	3.13	3.43	3.4050000000000002	4.035	4.625	3.825	5.1	34.43
CAGE1	0.48	0.735	1.225	1.2650000000000001	1.28	1.355	1.205	2.2350000000000003	1.9049999999999998
CALB1	0.99	4.895	12.41	17.895	21.795	20.240000000000002	21.14	43.894999999999996	74.28
CALB2	5.795	23.005000000000003	30.3	45.655	92.535	68.325	78.565	196.695	33.715
CALCA	1.495	4.785	10.06	1.21	1.4849999999999999	0.45	1.03	2.145	2.85
CALCB	0.13	0.075	0.31	0.025	0.0	0.025	0.0	0.105	0.435
CALCOCO1	12.34	24.049999999999997	32.78	38.019999999999996	45.675	59.915	62.805	29.97	24.745
CALCOCO2	0.0	0.0	0.0	0.055	0.06	0.015	0.07	0.05	0.06
CALCR	0.09	0.94	1.275	1.605	3.455	1.81	2.235	2.08	0.43500000000000005
CALCRL	5.415	10.805	8.765	4.7	6.359999999999999	5.2	7.15	4.23	4.915
CALD1	72.71000000000001	103.42	93.16499999999999	59.055	38.09	50.269999999999996	42.435	30.5	19.925
CALHM1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CALHM2	1.01	0.655	1.205	1.02	0.645	0.9299999999999999	0.965	0.605	1.52
CALM1	673.16	978.21	1406.33	1603.185	1860.925	1751.245	1834.12	3441.795	1521.67
CALM2	628.09	965.5	1025.185	1361.06	1723.375	1440.5749999999998	1661.095	2749.33	3446.5150000000003
CALM3	85.00999999999999	213.365	186.22	229.875	384.73	238.695	325.575	340.51	538.705
CALM4	0.0	0.0	0.0	0.0	0.0	0.0	0.235	0.0	0.0
CALM5	0.035	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CALML3	0.01	0.025	0.04	0.0	0.0	0.0	0.025	0.03	0.0
CALML4	0.16999999999999998	0.595	1.41	5.85	9.06	7.24	6.07	10.525	7.09
CALN1	0.15	0.33999999999999997	0.785	2.385	3.755	14.72	11.850000000000001	38.93	24.145
CALR	407.675	574.69	510.23	463.645	470.01	468.67	524.77	322.71000000000004	315.87
CALR3	0.7050000000000001	1.1400000000000001	1.1500000000000001	0.7749999999999999	0.895	0.76	0.915	1.065	1.135
CALR4	0.04	0.14	0.115	0.365	0.53	0.49	0.47	0.165	0.325
CALU	126.415	191.995	165.21499999999997	142.12	171.745	137.805	177.45499999999998	109.08000000000001	61.08
CALY	0.53	4.5649999999999995	13.565	33.114999999999995	82.34	70.305	83.485	240.505	77.57000000000001
CAMK1	19.299999999999997	39.63	48.09	49.24	74.56	68.83500000000001	71.97	95.06	53.074999999999996
CAMK1D	0.395	1.7	2.3150000000000004	2.77	3.335	6.125	5.140000000000001	7.6	34.335
CAMK1G	6.62	12.844999999999999	16.97	23.575000000000003	34.035000000000004	36.705	40.27	35.445	13.35
CAMK2A	3.045	6.71	10.879999999999999	11.79	12.135	15.1	11.835	32.595	478.97499999999997
CAMK2B	0.31000000000000005	1.1	9.35	24.43	58.245000000000005	98.83500000000001	106.095	214.785	164.135
CAMK2D	5.6850000000000005	12.71	17.740000000000002	15.575	25.14	27.494999999999997	26.41	44.055	45.370000000000005
CAMK2G	11.245000000000001	22.565	24.96	28.840000000000003	36.965	37.46	41.995000000000005	60.495000000000005	69.33
CAMK2N1	0.525	1.87	4.21	5.625	6.455	8.445	7.46	16.39	842.395
CAMK2N2	1.34	4.08	6.32	8.53	15.815000000000001	16.595	16.07	43.540000000000006	55.78
CAMK4	0.495	0.69	1.1949999999999998	1.975	4.635	4.905	5.795	11.115	45.725
CAMKK1	2.705	3.92	7.744999999999999	9.21	7.935	16.235	14.125	20.395000000000003	33.6
CAMKK2	5.890000000000001	9.030000000000001	13.465	16.564999999999998	17.95	26.125	25.805	35.195	50.535000000000004
CAMKMT	9.54	14.175	14.510000000000002	15.87	16.96	19.515	18.59	14.185	7.8
CAMKV	9.67	5.76	11.135	21.015	27.009999999999998	66.65	65.63	165.68	122.295
CAML	28.835	53.615	58.395	73.55	83.66	80.72999999999999	86.155	100.59	39.879999999999995
CAMP	0.025	0.29000000000000004	0.835	0.43	0.715	0.5800000000000001	0.94	0.9450000000000001	0.225
CAMSAP1	14.385	43.67	61.56	27.235	38.065	57.55	56.205	45.745000000000005	26.490000000000002
CAMSAP2	6.65	22.965	27.68	18.955	36.349999999999994	23.185000000000002	33.3	15.485	54.105000000000004
CAMSAP3	4.27	8.93	11.885	9.934999999999999	12.955	18.229999999999997	17.705	20.115000000000002	4.54
CAMTA1	37.355000000000004	66.25	84.815	76.25	69.645	75.86	74.775	71.465	124.245
CAMTA2	4.465	8.754999999999999	10.905000000000001	10.665	9.915	14.315000000000001	13.635	12.329999999999998	44.525
CAND1	50.42	96.7	86.71000000000001	44.825	50.975	43.945	47.335	21.58	39.595
CAND2	37.845	42.334999999999994	38.209999999999994	23.105	14.600000000000001	16.665	16.27	3.19	0.69
CANT1	10.434999999999999	22.42	21.675	16.884999999999998	18.735	25.130000000000003	20.805	25.314999999999998	12.985
CANX	186.51999999999998	191.97500000000002	241.79500000000002	209.825	168.79	203.425	212.83499999999998	177.26	207.89499999999998
CAP1	37.19	56.739999999999995	29.865	59.025	63.519999999999996	51.75	65.535	61.004999999999995	100.27499999999999
CAP2	3.6950000000000003	5.0	7.52	7.875	10.235	11.004999999999999	11.59	8.91	115.095
CAPG	5.285	6.154999999999999	3.92	3.955	5.2	3.415	4.87	6.205	1.6949999999999998
CAPN1	1.465	3.26	2.09	0.8500000000000001	1.655	1.155	1.7149999999999999	2.51	6.305
CAPN10	21.865000000000002	33.379999999999995	43.635000000000005	44.165	39.394999999999996	53.555	49.93	44.525000000000006	13.445
CAPN11	0.735	0.45	0.78	0.425	0.325	0.7549999999999999	0.7050000000000001	0.66	0.06
CAPN12	0.065	0.07	0.11	0.025	0.075	0.17	0.125	0.09	0.12
CAPN13	0.0	0.0	0.0	0.0	0.01	0.0	0.0	0.02	0.0
CAPN15	11.225000000000001	15.08	13.84	9.73	9.645	11.48	11.415	6.175	5.6499999999999995
CAPN2	38.985	72.46000000000001	77.405	53.72	39.709999999999994	59.375	55.315	51.015	29.07
CAPN3	4.33	3.19	1.46	1.38	0.405	1.045	0.315	1.06	2.245
CAPN5	3.15	4.72	7.275	8.030000000000001	6.0600000000000005	12.98	10.94	18.65	8.61
CAPN6	10.684999999999999	14.870000000000001	11.719999999999999	3.0700000000000003	1.8050000000000002	1.395	2.215	1.0350000000000001	0.7949999999999999
CAPN7	15.629999999999999	30.25	38.95	37.870000000000005	54.955	52.224999999999994	58.685	40.09	25.66
CAPN8	0.02	0.03	0.075	0.115	0.04	0.035	0.04	0.065	0.0
CAPN9	0.01	0.06	0.04	0.05	0.095	0.08	0.1	0.27	0.035
CAPNS1	27.17	35.585	40.46	45.605000000000004	46.975	54.915	48.120000000000005	55.015	89.30499999999999
CAPNS2	0.08	0.05	0.16	0.07	0.03	0.225	0.135	0.065	0.225
CAPRIN1	282.66499999999996	508.775	499.09499999999997	372.03999999999996	381.475	377.02	417.86	203.325	167.615
CAPRIN2	9.489999999999998	10.57	15.915	10.004999999999999	4.295	7.720000000000001	5.98	2.4699999999999998	5.65
CAPS2	0.22	0.16	0.235	0.205	0.33999999999999997	0.47000000000000003	0.325	0.405	0.43999999999999995
CAPSL	0.33	0.445	0.775	1.45	2.21	1.82	2.1100000000000003	6.785	4.105
CAPZA1	111.785	182.3	169.495	153.93	171.92000000000002	138.29000000000002	162.755	73.505	42.11
CAPZA2	118.505	193.08499999999998	193.735	201.74	235.645	205.63	254.065	229.79	324.415
CAPZA3	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.045
CAPZB	190.24	187.76	255.71999999999997	255.54000000000002	222.85	261.03	248.32999999999998	271.52	121.695
CAR1	0.075	0.21000000000000002	0.045	0.0	0.025	0.125	0.025	0.14	0.08
CAR10	0.175	0.985	1.79	4.2	6.484999999999999	7.875	7.105	16.27	53.67
CAR11	1.435	2.7350000000000003	8.505	14.465	19.115000000000002	32.675	26.32	81.69999999999999	81.515
CAR12	3.665	0.62	0.96	2.16	2.45	3.925	3.23	3.7350000000000003	9.299999999999999
CAR13	1.81	1.535	1.4449999999999998	0.565	1.25	0.7050000000000001	1.22	2.04	1.62
CAR14	58.83	40.31	23.555	20.455	14.399999999999999	9.850000000000001	10.55	9.805	12.795000000000002
CAR15	0.755	1.5350000000000001	1.71	2.21	1.425	1.81	1.86	0.745	1.25
CAR2	56.685	87.08500000000001	37.53	21.535	20.015	18.36	21.35	26.93	144.57999999999998
CAR3	1.525	1.24	1.46	1.4100000000000001	1.1	1.34	1.58	2.2800000000000002	0.975
CAR4	2.045	1.08	1.2200000000000002	1.35	2.765	1.925	2.745	10.04	37.525
CAR5A	0.0	0.02	0.125	0.165	0.315	0.33499999999999996	0.42000000000000004	0.42500000000000004	0.085
CAR5B	0.12	0.44	0.25	0.255	0.24	0.28500000000000003	0.325	0.6	1.5
CAR6	0.08	0.0	0.04	0.135	0.08	0.05	0.045	0.09	0.0
CAR7	0.295	0.38	0.57	0.56	0.87	0.845	0.925	1.25	8.545
CAR8	1.5350000000000001	1.7000000000000002	1.185	1.165	2.91	2.8200000000000003	3.51	8.895	8.585
CAR9	0.45499999999999996	0.5499999999999999	0.315	0.495	0.125	0.245	0.175	0.58	0.42000000000000004
CARD10	1.35	1.975	1.695	0.77	1.075	1.245	1.17	1.2349999999999999	1.1099999999999999
CARD11	0.005	0.05	0.025	0.0	0.04	0.04	0.055	0.01	0.0
CARD14	0.01	0.06999999999999999	0.08	0.02	0.1	0.11499999999999999	0.23500000000000001	0.265	0.045
CARD19	10.315000000000001	13.455	11.715	10.375	15.82	15.665	14.715	23.7	4.970000000000001
CARD6	0.56	1.0150000000000001	0.625	0.59	0.6399999999999999	0.35	0.515	0.21	0.4
CARD9	0.6100000000000001	1.08	1.045	1.14	0.535	1.1749999999999998	1.075	1.1099999999999999	0.79
CARF	3.025	5.115	5.5649999999999995	5.605	5.795	6.0	6.18	5.23	9.715
CARHSP1	76.23	46.91	165.62	167.59	75.505	158.22	112.725	117.785	17.69
CARLR	0.05	0.685	0.8049999999999999	0.735	0.4	0.39	0.37	0.8049999999999999	0.425
CARM1	31.64	66.925	46.12	22.840000000000003	20.64	32.47	22.380000000000003	19.525	16.57
CARMIL1	11.469999999999999	22.71	24.115	19.130000000000003	16.465	31.11	31.305	23.46	17.05
CARMIL2	0.365	1.365	3.65	4.4399999999999995	5.95	9.12	7.15	20.57	12.805
CARMIL3	2.01	7.73	9.515	13.045	16.759999999999998	19.195	17.490000000000002	10.719999999999999	7.065
CARMN	2.1550000000000002	3.04	3.9400000000000004	1.895	1.15	2.53	1.605	0.4	0.08
CARNMT1	21.405	32.93	30.195	20.939999999999998	17.455	16.245	16.509999999999998	9.79	11.735
CARNS1	0.685	1.3450000000000002	1.24	1.2000000000000002	1.49	1.58	1.4849999999999999	1.9949999999999999	2.6399999999999997
CARS	44.295	57.394999999999996	55.25	51.215	46.31	54.455	57.31999999999999	54.96	21.9
CARS2	7.895	12.895	12.38	14.625	19.315	18.175	19.725	16.745	4.6899999999999995
CARTPT	0.39	1.44	6.75	10.57	2.875	1.725	1.605	4.97	23.294999999999998
CASC1	0.185	0.24	0.41000000000000003	0.505	0.635	0.41500000000000004	0.43999999999999995	0.8300000000000001	0.53
CASC3	25.955	48.84	53.935	40.605000000000004	36.254999999999995	44.47	42.355000000000004	28.49	17.39
CASC4	8.75	20.520000000000003	24.36	21.75	13.415	21.67	17.59	27.645	75.17999999999999
CASD1	17.365000000000002	30.325	28.564999999999998	25.64	34.03	28.685000000000002	34.364999999999995	26.92	36.754999999999995
CASK	6.52	15.695	15.14	25.215	29.62	37.465	36.28	40.625	26.97
CASKIN1	1.31	3.985	6.655	7.12	7.265000000000001	11.815000000000001	9.81	11.83	19.174999999999997
CASKIN2	10.21	16.515	14.455	10.004999999999999	7.154999999999999	6.525	7.715	4.515	4.6
CASP1	0.155	0.6699999999999999	0.31	0.54	1.0050000000000001	0.495	0.8900000000000001	1.4449999999999998	2.985
CASP12	0.0	0.0	0.01	0.075	0.375	0.165	0.405	0.845	1.7149999999999999
CASP14	0.01	0.0	0.0	0.0	0.0	0.01	0.045	0.01	0.0
CASP2	44.465	60.55	63.5	56.875	53.13	51.275000000000006	58.025000000000006	19.44	5.535
CASP3	74.13	113.065	149.925	177.31	206.39	228.91000000000003	250.14999999999998	239.39	8.285
CASP4	0.02	0.085	0.26	0.20500000000000002	0.265	0.23	0.22499999999999998	0.46	0.51
CASP6	38.94	49.54	46.989999999999995	35.855000000000004	34.055	25.82	28.755	15.685	3.165
CASP7	6.73	11.805	12.510000000000002	10.925	11.325	10.155000000000001	11.905000000000001	19.695	1.415
CASP8	5.445	9.745000000000001	8.795	5.61	3.59	4.2299999999999995	4.545	2.23	2.33
CASP8AP2	43.864999999999995	51.730000000000004	60.485	62.834999999999994	40.959999999999994	44.27	48.2	22.965	5.23
CASP9	13.135	16.61	16.825	12.665	7.825	13.719999999999999	11.4	10.805	7.295
CASQ1	0.455	1.2	1.605	3.795	3.3449999999999998	5.265000000000001	4.725	2.88	0.7799999999999999
CASQ2	0.015	0.06999999999999999	0.195	0.21000000000000002	0.405	0.135	0.4	0.7050000000000001	3.7649999999999997
CASR	0.05500000000000001	0.075	0.16499999999999998	0.0	0.16499999999999998	0.05	0.305	0.315	0.1
CASS4	0.15000000000000002	0.205	0.14500000000000002	0.035	0.16	0.065	0.2	0.10500000000000001	0.165
CAST	7.01	11.4	9.625	4.36	3.83	3.625	5.085	3.08	6.055
CASZ1	2.475	2.775	2.415	1.31	0.705	0.7350000000000001	0.885	0.75	0.365
CAT	53.019999999999996	109.245	81.365	57.019999999999996	75.65	55.685	75.145	52.515	23.29
CATIP	0.13	0.22499999999999998	0.71	0.53	0.5900000000000001	0.64	0.835	0.965	1.2850000000000001
CATSPER1	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0
CATSPER2	0.9400000000000001	1.8199999999999998	2.6550000000000002	3.6799999999999997	2.18	3.305	3.27	2.435	2.215
CATSPER3	0.06	0.0	0.06	0.10500000000000001	0.035	0.02	0.0	0.14500000000000002	0.07
CATSPER4	0.01	0.0	0.0	0.0	0.0	0.0	0.0	0.075	0.0
CATSPERB	0.0	0.0	0.0	0.0	0.015	0.0	0.015	0.0	0.0
CATSPERD	0.185	0.215	0.29500000000000004	0.36	0.77	0.6699999999999999	0.9299999999999999	0.6	0.365
CATSPERG1	0.22	0.22000000000000003	0.6950000000000001	1.0150000000000001	1.0699999999999998	1.71	1.325	1.29	0.39
CATSPERG2	0.015	0.025	0.035	0.065	0.07500000000000001	0.08	0.05500000000000001	0.03	0.0
CATSPERZ	0.14500000000000002	0.16	0.07	0.225	0.39	0.41500000000000004	0.4	1.145	2.7
CAV1	2.77	5.88	9.965	18.84	30.21	25.759999999999998	38.06	30.095	13.455
CAV2	2.505	5.04	5.0	6.63	11.16	9.469999999999999	13.47	15.91	48.765
CAV3	0.0	0.115	0.09	0.065	0.0	0.06	0.12	0.10500000000000001	0.045
CAVIN1	8.885	10.34	27.045	17.85	15.495000000000001	24.634999999999998	28.270000000000003	31.86	6.01
CAVIN2	1.085	1.795	1.925	1.495	4.775	4.4350000000000005	5.8100000000000005	5.720000000000001	7.76
CAVIN3	15.254999999999999	29.695	29.740000000000002	25.255	40.44	32.49	40.375	44.519999999999996	13.870000000000001
CAVIN4	0.63	0.9400000000000001	1.6600000000000001	1.375	1.1	1.3050000000000002	1.095	0.985	0.5
CBARP	3.8049999999999997	10.03	11.065000000000001	19.9	34.894999999999996	28.505	31.325	53.105	80.015
CBFA2T2	31.494999999999997	55.545	65.6	61.495	46.49	65.995	60.245	22.939999999999998	14.620000000000001
CBFA2T3	1.3	5.25	11.795	14.16	10.175	14.25	11.315	7.635	5.43
CBFB	28.335	52.260000000000005	48.97	32.725	31.375	28.63	34.035	22.71	20.615000000000002
CBL	11.465	19.04	24.3	18.925	12.0	18.855	16.53	8.33	9.015
CBLB	10.235	24.205	16.51	10.030000000000001	13.365	11.395	13.845	4.99	5.455
CBLC	0.485	0.45	0.43000000000000005	0.055	0.055	0.11499999999999999	0.05	0.6299999999999999	0.0
CBLL1	11.8	24.384999999999998	17.765	14.940000000000001	19.5	13.07	18.195	18.735	12.405
CBLN1	0.695	6.98	6.12	5.115	7.665	5.765000000000001	5.73	8.945	8.51
CBLN2	0.77	10.9	27.18	28.83	43.53	35.055	35.255	72.525	35.42
CBLN3	0.060000000000000005	0.175	0.13	0.10500000000000001	0.195	0.25	0.18	0.245	0.30500000000000005
CBLN4	0.1	1.025	2.96	3.92	8.305	7.94	9.125	15.16	15.27
CBR1	44.24	71.225	89.965	106.66	121.42	120.43	118.035	92.125	47.46
CBR2	0.675	0.7949999999999999	0.665	0.11	0.87	0.56	2.47	3.41	0.62
CBR3	0.41500000000000004	0.265	0.32	0.10500000000000001	0.53	1.25	0.855	4.25	8.495000000000001
CBR4	13.545	17.935000000000002	16.435000000000002	17.42	19.56	14.39	17.205	15.780000000000001	14.675
CBS	1.175	0.895	2.1950000000000003	3.7	4.83	7.734999999999999	8.175	16.395	9.91
CBWD1	6.96	9.965	10.205	9.76	9.815000000000001	8.4	9.504999999999999	4.800000000000001	13.245000000000001
CBX1	105.95500000000001	114.93	140.16500000000002	136.865	81.555	86.985	79.68	46.195	28.675
CBX2	65.58500000000001	81.17500000000001	71.66499999999999	40.455	17.415	25.75	20.73	5.425	0.755
CBX3	357.08000000000004	542.47	601.635	624.36	469.71	486.89	468.83	492.225	172.47
CBX4	2.125	5.18	11.045	8.805	9.645	12.98	13.524999999999999	20.035	11.62
CBX5	116.095	167.715	195.05	135.65	128.4	109.60499999999999	124.505	68.205	90.555
CBX6	13.08	27.045	29.195	35.879999999999995	20.96	45.06	35.480000000000004	35.019999999999996	72.83
CBX7	1.835	2.305	2.85	2.255	1.5550000000000002	2.97	2.17	2.33	18.655
CBX8	5.57	8.024999999999999	9.45	8.945	11.399999999999999	11.295	11.79	5.675000000000001	5.695
CBY1	43.870000000000005	64.97	74.89	89.09	98.07	100.785	100.85	102.035	27.564999999999998
CBY3	0.22	0.19	0.12	0.555	0.735	1.2650000000000001	0.69	0.8	0.18
CC2D1A	10.379999999999999	13.225	15.82	17.965	15.305	28.07	24.53	36.489999999999995	10.205
CC2D1B	13.99	19.69	21.560000000000002	17.33	14.43	18.060000000000002	15.635	11.365	15.97
CC2D2A	6.84	10.385	11.3	9.305	7.85	7.8149999999999995	9.09	4.005	10.844999999999999
CCAR1	53.625	84.89500000000001	82.53	72.935	62.91499999999999	61.105000000000004	68.365	33.95	21.035
CCAR2	76.095	101.72	108.93	98.39	73.08	102.33000000000001	95.91	71.39	20.32
CCBE1	0.6950000000000001	2.16	0.915	0.315	1.775	2.1350000000000002	3.105	1.7349999999999999	2.08
CCDC102A	6.925000000000001	15.185	11.445	4.654999999999999	6.24	4.55	5.8100000000000005	3.885	0.4
CCDC103	1.35	2.3	1.7	1.9	2.2800000000000002	2.0549999999999997	2.25	2.3899999999999997	1.79
CCDC105	0.095	0.135	0.245	0.175	0.2	0.125	0.265	0.21000000000000002	0.03
CCDC106	3.955	7.445	11.51	16.305	34.93	36.08	41.55	63.260000000000005	22.405
CCDC107	23.405	41.480000000000004	37.31	42.864999999999995	57.96	50.82	55.535	82.875	21.045
CCDC110	0.13	0.11	0.125	0.08499999999999999	0.27	0.245	0.315	0.365	0.31
CCDC112	2.5549999999999997	4.165	8.8	8.76	6.555	10.030000000000001	8.785	10.7	5.795
CCDC113	0.05	0.125	0.77	1.185	1.75	1.2149999999999999	1.4849999999999999	3.715	2.3649999999999998
CCDC114	3.085	2.5999999999999996	3.755	2.705	2.425	3.765	2.83	4.234999999999999	1.56
CCDC115	37.965	55.78	57.4	59.835	59.120000000000005	58.22	58.650000000000006	52.595	12.239999999999998
CCDC116	0.185	0.51	0.45499999999999996	0.485	0.6900000000000001	0.875	1.05	2.235	0.9199999999999999
CCDC117	13.239999999999998	22.945	22.759999999999998	12.705	11.780000000000001	12.9	12.9	5.779999999999999	11.49
